Date,obs,sim,
10/11/2015,3.2,1.256,
10/12/2015,0.26,0.6772,
10/13/2015,3.16,0.7055,
10/14/2015,3.19,0.8001,
10/15/2015,3.16,0.8824,
10/16/2015,3.14,0.8136,
10/17/2015,3.15,0.9747,
10/18/2015,0.31,0.8922,
10/19/2015,3.15,0.9481,
10/20/2015,3.13,0.8918,
10/21/2015,0.32,1.049,
10/22/2015,3.1,0.825,
10/23/2015,0.37,1.03,
10/24/2015,3.28,0.9297,
10/25/2015,3.16,0.6278,
10/26/2015,0.32,0.8442,
10/27/2015,6,5.659,
10/28/2015,0.34,2.753,
10/29/2015,3.16,1.506,
10/30/2015,1.26,0.9343,
10/31/2015,1.22,1.133,
11/1/2015,1.27,1.613,
11/2/2015,1.27,0.8109,
11/3/2015,1.29,1.129,
11/4/2015,4.14,1.061,
11/5/2015,1.29,1.057,
11/6/2015,1.32,0.8702,
11/7/2015,4.09,13.26,
11/8/2015,9.77,28.25,
11/9/2015,10.61,24.86,
11/10/2015,16.2,12.26,
11/11/2015,16.28,3.681,
11/12/2015,10.62,2.341,
11/13/2015,16.33,24.31,
11/14/2015,12.4,20.85,
11/15/2015,21.01,9.743,
11/16/2015,26.85,28.03,
11/17/2015,21.19,18.58,
11/18/2015,21.23,21.92,
11/19/2015,18.42,13.01,
11/20/2015,27.21,3.313,
11/21/2015,21.48,2.509,
11/22/2015,21.49,1.78,
11/23/2015,18.58,9.696,
11/24/2015,15.74,3.771,
11/25/2015,18.72,4.078,
11/26/2015,12.82,2.109,
11/27/2015,12.89,1.455,
11/28/2015,12.94,1.684,
11/29/2015,9.88,1.55,
11/30/2015,9.91,1.053,
12/1/2015,9.92,1.293,
12/2/2015,6.95,2.223,
12/3/2015,9.95,1.43,
12/4/2015,7,0.821,
12/5/2015,10.02,0.7753,
12/6/2015,6.95,1.364,
12/7/2015,3.98,1.206,
12/8/2015,7,1.627,
12/9/2015,7.02,1.621,
12/10/2015,10.01,4.287,
12/11/2015,10.03,4.147,
12/12/2015,7.04,2.615,
12/13/2015,10.07,1.939,
12/14/2015,7.04,3.181,
12/15/2015,10.06,2.459,
12/16/2015,10.09,1.342,
12/17/2015,4.06,1.112,
12/18/2015,7.06,1.27,
12/19/2015,7.06,1.368,
12/20/2015,7.05,1.518,
12/21/2015,7.04,1.496,
12/22/2015,7.1,1.464,
12/23/2015,7.07,1.511,
12/24/2015,7.11,1.289,
12/25/2015,4.03,0.6875,
12/26/2015,4.04,0.7992,
12/27/2015,7.08,0.662,
12/28/2015,4.06,0.6117,
12/29/2015,0.99,0.8948,
12/30/2015,4.04,1.08,
12/31/2015,0.99,1.087,
